,Title,Price,Price Per Sqft
779,3 BHK Apartment for Sale in Chi 5 Greater Noida,₹1.50 Cr ,₹2875 per sqft 
780,2 BHK Apartment for Sale in Rohini Sector 9 New Delhi,₹1.45 Cr ,₹9167 per sqft 
781,2 BHK Builder Floor for Sale in Sector 93 Gurgaon,₹86 Lac ,₹8264 per sqft 
782,2 BHK Apartment for Sale in Greater Noida West Greater Noida,Call for Price,₹7500 per sqft 
783,3 BHK Builder Floor for Sale in Laxmi Nagar New Delhi,₹60 Lac ,₹3175 per sqft 
784,5 BHK Apartment for Sale in Badshahpur Gurgaon,₹4.30 Cr ,₹3690 per sqft 
785,"3 BHK Builder Floor for Sale in Niti Khand-Indirapuram, Indirapuram Ghaziabad",₹70 Lac ,₹5077 per sqft 
786,2 BHK Apartment for Sale in DS 19 New Delhi,₹95 Lac ,₹8720 per sqft 
787,4 BHK Apartment for Sale in Sector 90 Gurgaon,₹1.72 Cr ,₹9161 per sqft 
788,2 BHK Builder Floor for Sale in Indirapuram Ghaziabad,₹57 Lac ,₹10556 per sqft 
789,3 BHK Apartment for Sale in Sector 102 Gurgaon,₹2.25 Cr ,₹7910 per sqft 
790,3 BHK Apartment for Sale in Sector 89 Faridabad,₹65 Lac ,₹38462 per sqft 
791,2 BHK Builder Floor for Sale in Indirapuram Ghaziabad,₹55 Lac ,₹12500 per sqft 
792,3 BHK Apartment for Sale in Dwarka Sector 6 New Delhi,₹1.80 Cr ,₹15652 per sqft 
793,3 BHK Builder Floor for Sale in Sector 89 Faridabad,₹64 Lac ,₹10000 per sqft 
794,3 BHK Apartment for Sale in Sector 84 Faridabad,₹71.5 Lac ,₹5656 per sqft 
795,3 BHK Builder Floor for Sale in Rohini Sector 24 New Delhi,₹80 Lac ,₹12048 per sqft 
796,2 BHK Apartment for Sale in Chandni Chowk New Delhi,₹1 Cr ,₹5946 per sqft 
797,"3 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹1.80 Cr ,₹4557 per sqft 
798, Builder Floor for Sale in Sector 85 Faridabad,Call for Price,₹5667 per sqft 
799,5 BHK Builder Floor for Sale in J Block-Saket New Delhi,₹2.85 Cr ,₹8142 per sqft 
800,"3 BHK Apartment for Sale in Sector 143, Noida Express Way Noida",₹99.2 Lac ,₹6667 per sqft 
801,3 BHK Apartment for Sale in Sector 75 Noida,₹1.82 Cr ,₹12500 per sqft 
802,3 BHK Apartment for Sale in Sector 91 Gurgaon,₹1.25 Cr ,₹8450 per sqft 
803,"1 BHK Apartment for Sale in Sector 168, Noida Express Way Noida",Call for Price,₹14444 per sqft 
804,3 BHK Builder Floor for Sale in Rajendra Nagar Ghaziabad,₹50 Lac ,₹10031 per sqft 
805,3 BHK Apartment for Sale in Noida Extension Block C Noida,₹66.9 Lac ,₹18519 per sqft 
806,2 BHK Apartment for Sale in Sector 75 Noida,Call for Price,₹10000 per sqft 
807,"1 BHK Apartment for Sale in Sector 135, Noida Express Way Noida",₹32 Lac ,₹11682 per sqft 
808,"3 BHK Apartment for Sale in Tikri, Sector 48, Sohna Road Gurgaon",₹2.62 Cr ,₹10192 per sqft 
809,3 BHK Apartment for Sale in Sector 22 D Greater Noida,₹56.3 Lac ,₹9722 per sqft 
810,2 BHK Apartment for Sale in Noida Extention Greater Noida,₹53 Lac ,₹16440 per sqft 
811,"3 BHK Apartment for Sale in Sector 134, Noida Express Way Noida",₹87 Lac ,₹6364 per sqft 
812,3 BHK Apartment for Sale in Sector 58 Gurgaon,₹3.50 Cr ,₹6800 per sqft 
813,2 BHK Apartment for Sale in Noida Extension Noida,₹69 Lac ,₹5714 per sqft 
814,4 BHK Apartment for Sale in Sector 75 Noida,₹2.76 Cr ,₹6667 per sqft 
815,4 BHK Apartment for Sale in Vasant Kunj New Delhi,₹2.50 Cr ,₹4547 per sqft 
816,3 BHK Apartment for Sale in DLF City Phase 2 Gurgaon,₹1.80 Cr ,₹7778 per sqft 
817,2 BHK Apartment for Sale in Sector 78 Noida,₹73 Lac ,₹7438 per sqft 
818,3 BHK Builder Floor for Sale in Vasundhara Sector 3 Ghaziabad,₹97 Lac ,₹3851 per sqft 
819,4 BHK Builder Floor for Sale in Janakpuri Block A2 New Delhi,₹5.50 Cr ,₹2368 per sqft 
820,2 BHK Apartment for Sale in Yamuna Expressway Greater Noida,₹34 Lac ,₹9444 per sqft 
821,2 BHK Apartment for Sale in Noida Extention Greater Noida,₹62.5 Lac ,₹3110 per sqft 
822,1 BHK Builder Floor for Sale in Chander Nagar New Delhi,Call for Price,₹12138 per sqft 
823,3 BHK Apartment for Sale in Crossings Republik Ghaziabad,₹61 Lac ,₹9118 per sqft 
824,4 BHK Builder Floor for Sale in Ashok Vihar Phase 1 New Delhi,₹3.50 Cr ,₹8903 per sqft 
825,3 BHK Apartment for Sale in Sector 104 Gurgaon,₹1.40 Cr ,₹9728 per sqft 
826,3 BHK Apartment for Sale in Sector 85 Faridabad,₹28.3 Lac ,₹16322 per sqft 
827,"3 BHK Builder Floor for Sale in Cyber City, Sector 25, Delhi Gurgaon Expressway Gurgaon",₹1.75 Cr ,₹13428 per sqft 
828,2 BHK Apartment for Sale in Sector 58 Gurgaon,₹2.25 Cr ,₹4567 per sqft 
829,"3 BHK Apartment for Sale in Sector 93A, Noida Express Way Noida",₹1.22 Cr ,₹4450 per sqft 
830,3 BHK Apartment for Sale in Sector 84 Faridabad,₹55 Lac ,₹4000 per sqft 
831,"3 BHK Apartment for Sale in Ullahawas, Sector 61, Golf Course Extension Road Gurgaon",₹2 Cr ,₹7107 per sqft 
832,"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",₹1.56 Cr ,₹12222 per sqft 
833,"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",₹3.15 Cr ,₹8056 per sqft 
834,3 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹30 Lac ,₹8692 per sqft 
835,3 BHK Builder Floor for Sale in Sector 89 Gurgaon,₹1.12 Cr ,₹4688 per sqft 
836,3 BHK Apartment for Sale in Dwarka Sector 22 New Delhi,₹1.70 Cr ,₹9041 per sqft 
837,2 BHK Apartment for Sale in Sector 86 Faridabad,₹47 Lac ,₹8286 per sqft 
838,2 BHK Builder Floor for Sale in Rohini Sector 6 New Delhi,₹60 Lac ,₹11111 per sqft 
839,2 BHK Apartment for Sale in Sector 16 Greater Noida,₹49 Lac ,₹5000 per sqft 
840,3 BHK Builder Floor for Sale in Dwarka Sector 8 New Delhi,₹95 Lac ,₹11818 per sqft 
841,4 BHK Apartment for Sale in Sector 102 Gurgaon,₹2.61 Cr ,₹6007 per sqft 
842,4 BHK Builder Floor for Sale in Rohini Sector 16 New Delhi,₹1.90 Cr ,₹5812 per sqft 
843,2 BHK Apartment for Sale in Sector 70A Gurgaon,₹1.35 Cr ,₹4630 per sqft 
844,2 BHK Builder Floor for Sale in Noida Extention Greater Noida,₹26 Lac ,₹18750 per sqft 
845,3 BHK Apartment for Sale in Vasant Kunj Sector D New Delhi,₹2.75 Cr ,₹10900 per sqft 
846,4 BHK Apartment for Sale in Sector 79 Gurgaon,₹1.85 Cr ,₹6207 per sqft 
847,3 BHK Apartment for Sale in C Block Noida,₹88 Lac ,₹12958 per sqft 
848,3 BHK Apartment for Sale in Chi 5 Greater Noida,₹60 Lac ,₹9630 per sqft 
849,1 BHK Builder Floor for Sale in DLF Ankur Vihar Ghaziabad,₹11.5 Lac ,₹7579 per sqft 
850,4 BHK Apartment for Sale in Dwarka Sector 4 New Delhi,₹2.20 Cr ,₹5628 per sqft 
851,3 BHK Apartment for Sale in Sector 79 Gurgaon,₹1.50 Cr ,₹5597 per sqft 
852,3 BHK Apartment for Sale in Noida Extension Noida,₹1.35 Cr ,₹5561 per sqft 
853,2 BHK Apartment for Sale in Laxmi Nagar New Delhi,Call for Price,₹15645 per sqft 
854,2 BHK Builder Floor for Sale in Shalimar garden Ghaziabad,₹20 Lac ,₹5354 per sqft 
855,"2 BHK Builder Floor for Sale in Shalimar Garden Extension 2, Rajendra Nagar Ghaziabad",₹36.9 Lac ,₹6115 per sqft 
856,4 BHK Builder Floor for Sale in Indirapuram Ghaziabad,₹1.32 Cr ,₹8193 per sqft 
857,"4 BHK Apartment for Sale in Sector 108, Noida Express Way Noida",₹4.25 Cr ,₹17778 per sqft 
858,"3 BHK Apartment for Sale in Sector 93A, Noida Express Way Noida",₹1.42 Cr ,₹4112 per sqft 
859,"4 BHK Apartment for Sale in Sector 128, Noida Express Way Noida",₹3.80 Cr ,₹4667 per sqft 
860,3 BHK Apartment for Sale in Greater Noida West Greater Noida,₹1.58 Cr ,₹2778 per sqft 
861,5 BHK Apartment for Sale in Golf Course Road Gurgaon,Call for Price,₹12677 per sqft 
862,2 BHK Apartment for Sale in Connaught Place New Delhi,₹25 Lac ,₹12380 per sqft 
863,4 BHK Apartment for Sale in Dwarka Sector 10 New Delhi,₹3 Cr ,₹6397 per sqft 
864,3 BHK Builder Floor for Sale in Greater Kailash 1 New Delhi,₹3.60 Cr ,₹10000 per sqft 
865,4 BHK Builder Floor for Sale in Sector 45 Gurgaon,₹2.70 Cr ,₹10000 per sqft 
866,"3 BHK Apartment for Sale in Siddhartha Vihar, NH 24 Ghaziabad",₹86.3 Lac ,₹7000 per sqft 
867,"3 BHK Apartment for Sale in Sector 49 Block W, Sohna Road Gurgaon",₹2 Cr ,₹10352 per sqft 
868,3 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹53.5 Lac ,₹11842 per sqft 
869,1 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹18 Lac ,₹13103 per sqft 
870,3 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹51 Lac ,₹8546 per sqft 
871,4 BHK Builder Floor for Sale in Kaushambi Ghaziabad,₹1.60 Cr ,₹2095 per sqft 
872,"2 BHK Builder Floor for Sale in Jal Vayu Vihar, Sector 30, Delhi Gurgaon Expressway Gurgaon",₹80 Lac ,₹8557 per sqft 
873,4 BHK Apartment for Sale in Sector 66 Gurgaon,₹3 Cr ,₹11717 per sqft 
874,3 BHK Builder Floor for Sale in Sector 43 Gurgaon,₹2 Cr ,₹17045 per sqft 
875,4 BHK Builder Floor for Sale in Sushant Lok 1 Block C Gurgaon,₹3.90 Cr ,₹7978 per sqft 
876,"4 BHK Builder Floor for Sale in Dlf City Phase 4, Sector 28 Gurgaon",₹3.25 Cr ,₹10111 per sqft 
877,"4 BHK Builder Floor for Sale in Sukhdev Vihar, Okhla New Delhi",₹5 Cr ,₹4839 per sqft 
878,"3 BHK Apartment for Sale in Sarita Vihar, Mathura Road New Delhi",₹1.60 Cr ,₹8642 per sqft 
879,2 BHK Apartment for Sale in Sector 49 Gurgaon,₹1.25 Cr ,₹3365 per sqft 
880,"4 BHK Builder Floor for Sale in Sector 14, Mathura Road Faridabad",₹2.65 Cr ,₹8850 per sqft 
881,3 BHK Builder Floor for Sale in Palam Vihar Gurgaon,₹1.75 Cr ,₹4569 per sqft 
882,3 BHK Apartment for Sale in Sohna Sector 32 Gurgaon,₹3.50 Cr ,₹15094 per sqft 
883,4 BHK Apartment for Sale in Dwarka Sector 6 New Delhi,Call for Price,₹12000 per sqft 
884,2 BHK Builder Floor for Sale in Pandav Nagar New Delhi,₹35 Lac ,₹5600 per sqft 
885,2 BHK Apartment for Sale in Vasundhara Enclave New Delhi,₹85 Lac ,₹3444 per sqft 
886,4 BHK Builder Floor for Sale in Sector 85 Faridabad,₹1.40 Cr ,₹5892 per sqft 
887,2 BHK Builder Floor for Sale in Subhash Nagar New Delhi,₹60 Lac ,₹13497 per sqft 
888,2 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹22.5 Lac ,₹9915 per sqft 
889,4 BHK Builder Floor for Sale in Vasundhara Ghaziabad,₹1.40 Cr ,₹8485 per sqft 
890,4 BHK Apartment for Sale in Sector 102 Gurgaon,₹2.38 Cr ,₹8280 per sqft 
891,"2 BHK Builder Floor for Sale in Techer Colony, Mehrauli New Delhi",₹31 Lac ,₹11776 per sqft 
892,3 BHK Penthouse for Sale in Noida Extension Noida,₹45 Lac ,₹10556 per sqft 
893,2 BHK Builder Floor for Sale in Ashok Nagar New Delhi,₹85 Lac ,₹3371 per sqft 
894,2 BHK Builder Floor for Sale in Sector 77 Faridabad,₹32.5 Lac ,₹9667 per sqft 
895,3 BHK Apartment for Sale in DLF City Phase 2 Gurgaon,₹1.76 Cr ,₹13333 per sqft 
896,3 BHK Builder Floor for Sale in Sohna Sector 32 Gurgaon,₹3.10 Cr ,₹4276 per sqft 
897,3 BHK Builder Floor for Sale in Sohna Sector 32 Gurgaon,₹1.90 Cr ,₹12977 per sqft 
898,3 BHK Builder Floor for Sale in Sohna Sector 32 Gurgaon,₹2.50 Cr ,₹15000 per sqft 
899, Studio Apartment for Sale in Sohna Sector 32 Gurgaon,₹1.50 Cr ,₹3800 per sqft 
900,"3 BHK Apartment for Sale in Esencia, Sector 67, Sohna Road Gurgaon",₹2.75 Cr ,₹11905 per sqft 
901,"2 BHK Apartment for Sale in Sector 137, Noida Express Way Noida",₹54.9 Lac ,₹12579 per sqft 
902,4 BHK Builder Floor for Sale in Rohini Sector 22 New Delhi,₹1.40 Cr ,₹8274 per sqft 
903,3 BHK Builder Floor for Sale in Dwarka Sector 8 New Delhi,₹1.85 Cr ,₹13611 per sqft 
904,2 BHK Builder Floor for Sale in Vaishali Sector 5 Ghaziabad,₹45 Lac ,₹13444 per sqft 
905,1 BHK Apartment for Sale in Zeta 1 Greater Noida,₹24 Lac ,₹13333 per sqft 
906,2 BHK Apartment for Sale in Sector 78 Noida,₹70 Lac ,₹25000 per sqft 
907,"3 BHK Builder Floor for Sale in Moti Nagar, Kirti Nagar New Delhi",₹1.10 Cr ,₹3196 per sqft 
908,"3 BHK Builder Floor for Sale in Chander Nagar, Surya Nagar Ghaziabad",₹1.45 Cr ,₹23897 per sqft 
909,2 BHK Builder Floor for Sale in Sohna Sector 32 Gurgaon,₹95 Lac ,₹5556 per sqft 
910,3 BHK Apartment for Sale in Zeta 1 Greater Noida,₹75 Lac ,₹4471 per sqft 
911,3 BHK Apartment for Sale in Sector 77 Noida,Call for Price,₹3765 per sqft 
912,3 BHK Builder Floor for Sale in Sector 27 Gurgaon,₹1.66 Cr ,₹18182 per sqft 
913,"3 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹1.45 Cr ,₹6790 per sqft 
914,"3 BHK Builder Floor for Sale in South City 1, Sector 41 Gurgaon",₹2.40 Cr ,₹17143 per sqft 
915,3 BHK Builder Floor for Sale in Dwarka Mor New Delhi,₹45 Lac ,₹14931 per sqft 
916,"3 BHK Apartment for Sale in Taj Expressway, Greater Noida West Noida",Call for Price,₹26667 per sqft 
917,3 BHK Apartment for Sale in Pandav Nagar New Delhi,Call for Price,₹22500 per sqft 
918,4 BHK Builder Floor for Sale in DLF City Phase 2 Gurgaon,₹3.25 Cr ,₹6000 per sqft 
919,"3 BHK Apartment for Sale in Sector 15, rohini New Delhi",₹1.75 Cr ,₹3636 per sqft 
920,2 BHK Apartment for Sale in Sector 74 Noida,₹65 Lac ,₹11329 per sqft 
921,3 BHK Apartment for Sale in Noida Extension Noida,₹80.5 Lac ,₹9150 per sqft 
922,3 BHK Builder Floor for Sale in Indirapuram Ghaziabad,₹62.5 Lac ,₹12222 per sqft 
923,4 BHK Builder Floor for Sale in Greater Kailash New Delhi,₹5.25 Cr ,₹4118 per sqft 
924,3 BHK Apartment for Sale in Dwarka New Delhi,₹2.18 Cr ,₹10217 per sqft 
925,"3 BHK Builder Floor for Sale in Gyan Khand 1, Indirapuram Ghaziabad",₹88.5 Lac ,₹10093 per sqft 
926,3 BHK Apartment for Sale in Sector 60 Gurgaon,₹2.65 Cr ,₹3696 per sqft 
927,"4 BHK Builder Floor for Sale in Dlf City Phase 4, Sector 28 Gurgaon",₹2.60 Cr ,₹9655 per sqft 
928,4 BHK Builder Floor for Sale in Rohini Sector 22 New Delhi,₹72 Lac ,₹4167 per sqft 
929,2 BHK Apartment for Sale in Sohna Gurgaon,₹82 Lac ,₹12718 per sqft 
930,3 BHK Apartment for Sale in Sohna Gurgaon,₹98 Lac ,₹8450 per sqft 
931,4 BHK Apartment for Sale in Sohna Gurgaon,₹1.18 Cr ,₹7500 per sqft 
932,4 BHK Apartment for Sale in Gautam Budh Nagar Greater Noida,₹4.85 Cr ,₹6000 per sqft 
933,"2 BHK Apartment for Sale in Sector 82, Dadri Road Noida",₹62 Lac ,₹3592 per sqft 
934,2 BHK Builder Floor for Sale in Noida Extention Greater Noida,₹25.5 Lac ,₹12000 per sqft 
935,3 BHK Apartment for Sale in Greater Noida West Greater Noida,₹70.4 Lac ,₹10667 per sqft 
936,3 BHK Builder Floor for Sale in Golf course Extension Road Gurgaon,₹1.60 Cr ,₹9714 per sqft 
937,3 BHK Builder Floor for Sale in Kohat Enclave New Delhi,₹2.40 Cr ,₹5652 per sqft 
938,2 BHK Apartment for Sale in Patel Nagar Ghaziabad,₹50 Lac ,₹5146 per sqft 
939,3 BHK Builder Floor for Sale in Sector 85 Faridabad,₹1.05 Cr ,₹9375 per sqft 
940,2 BHK Apartment for Sale in Noida Extension Noida,₹27 Lac ,₹13864 per sqft 
941,4 BHK Apartment for Sale in DLF City Phase 2 Gurgaon,₹2.24 Cr ,₹10000 per sqft 
942,3 BHK Apartment for Sale in Daryaganj New Delhi,Call for Price,₹4833 per sqft 
943,3 BHK Apartment for Sale in Sector 27 Gurgaon,₹2.20 Cr ,₹8000 per sqft 
944,3 BHK Builder Floor for Sale in Indirapuram Ghaziabad,₹1.03 Cr ,₹12703 per sqft 
945,3 BHK Builder Floor for Sale in Dwarka Sector 8 New Delhi,₹1.90 Cr ,₹3778 per sqft 
946,"3 BHK Builder Floor for Sale in Uppal Southend, Sector 49, Sohna Road Gurgaon",₹1.30 Cr ,₹3200 per sqft 
947, Studio Apartment for Sale in Greater Noida West Greater Noida,₹35 Lac ,₹9815 per sqft 
948,2 BHK Apartment for Sale in Sector 65 Gurgaon,₹1.47 Cr ,₹5235 per sqft 
949,"1 BHK Builder Floor for Sale in Mohan Garden, Razapur Khurd New Delhi",Call for Price,₹6415 per sqft 
950,3 BHK Apartment for Sale in Dwarka Sector 5 New Delhi,₹2.25 Cr ,₹9833 per sqft 
951,"3 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",₹1.90 Cr ,₹4817 per sqft 
952,2 BHK Apartment for Sale in Raju Park New Delhi,Call for Price,₹5111 per sqft 
953,4 BHK Apartment for Sale in Sector 79 Gurgaon,₹2.99 Cr ,₹5008 per sqft 
954,3 BHK Builder Floor for Sale in Greater Noida West Greater Noida,₹44 Lac ,₹8065 per sqft 
955,4 BHK Apartment for Sale in Sector 79 Gurgaon,₹2.99 Cr ,₹7838 per sqft 
956,5 BHK Apartment for Sale in Badshahpur Gurgaon,₹4.30 Cr ,₹14257 per sqft 
957,3 BHK Builder Floor for Sale in Greater Kailash 1 New Delhi,₹3.75 Cr ,₹5235 per sqft 
958,2 BHK Apartment for Sale in Sector 89 Gurgaon,₹88 Lac ,₹4435 per sqft 
959,3 BHK Apartment for Sale in Dwarka Sector 6 New Delhi,₹1.82 Cr ,₹6114 per sqft 
960,3 BHK Apartment for Sale in Nyay Khand 1 Ghaziabad,₹75 Lac ,₹14668 per sqft 
961,3 BHK Builder Floor for Sale in Tri Nagar New Delhi,₹70 Lac ,₹5647 per sqft 
962,"2 BHK Builder Floor for Sale in New Industrial Township 5 Block A, New Industrial Township, Mathura Road Faridabad",Call for Price,₹5121 per sqft 
963,3 BHK Apartment for Sale in Jain Colony New Delhi,₹22.9 Lac ,₹9510 per sqft 
964,"3 BHK Apartment for Sale in Sector 143, Noida Express Way Noida",₹1.50 Cr ,₹11250 per sqft 
965,3 BHK Apartment for Sale in Raj Nagar Extension Ghaziabad,₹69.9 Lac ,₹4646 per sqft 
966,5 BHK Apartment for Sale in Sector 42 Gurgaon,₹8 Cr ,₹4781 per sqft 
967,4 BHK Builder Floor for Sale in Sector 63 Gurgaon,₹4.65 Cr ,₹3077 per sqft 
968,1 BHK Apartment for Sale in Sector 70 Gurgaon,₹28 Lac ,₹31667 per sqft 
969,2 BHK Apartment for Sale in Wave City Ghaziabad,₹31 Lac ,₹4333 per sqft 
970,2 BHK Builder Floor for Sale in Shahdara New Delhi,₹35 Lac ,₹5648 per sqft 
971, Studio Apartment for Sale in Sector 61 Gurgaon,₹2.20 Cr ,₹10992 per sqft 
972,"4 BHK Builder Floor for Sale in Gagan Vihar, Krishna Nagar New Delhi",₹2.90 Cr ,₹9375 per sqft 
973,"2 BHK Apartment for Sale in Sector 135, Noida Express Way Noida",Call for Price,₹7742 per sqft 
974,3 BHK Apartment for Sale in Sector 102 Gurgaon,₹1.40 Cr ,₹18418 per sqft 
975,"3 BHK Apartment for Sale in Sector 137, Noida Express Way Noida",₹1.42 Cr ,₹6039 per sqft 
976,3 BHK Builder Floor for Sale in Sector 63 Gurgaon,₹4.15 Cr ,₹12712 per sqft 
977,2 BHK Builder Floor for Sale in Sri Niwaspuri New Delhi,₹76 Lac ,₹5122 per sqft 
978,2 BHK Apartment for Sale in Noida Extention Greater Noida,₹30 Lac ,₹4050 per sqft 
979,"3 BHK Builder Floor for Sale in South City 2, Sector 49 Gurgaon",₹1.45 Cr ,₹5417 per sqft 
980,3 BHK Apartment for Sale in Mayur Vihar 1 New Delhi,₹1.80 Cr ,₹3006 per sqft 
981,"3 BHK Builder Floor for Sale in Neeti Khand 1, Indirapuram Ghaziabad",₹59.7 Lac ,₹12483 per sqft 
982,2 BHK Apartment for Sale in Sector 113 Gurgaon,₹1.70 Cr ,₹5495 per sqft 
983,3 BHK Apartment for Sale in Sector 65 Gurgaon,₹2.25 Cr ,₹9286 per sqft 
984,"3 BHK Builder Floor for Sale in Mohan Garden, Razapur Khurd New Delhi",₹38 Lac ,₹14828 per sqft 
985,2 BHK Apartment for Sale in Shahdara New Delhi,₹85 Lac ,₹8000 per sqft 
986,3 BHK Apartment for Sale in Dwarka Sector 6 New Delhi,₹2.39 Cr ,₹4444 per sqft 
987,4 BHK Apartment for Sale in Sector 77 Noida,₹1.75 Cr ,₹6591 per sqft 
988,3 BHK Builder Floor for Sale in Sector 63 Gurgaon,₹2.45 Cr ,₹14444 per sqft 
989,3 BHK Builder Floor for Sale in Sector 63 Gurgaon,₹2.42 Cr ,₹10111 per sqft 
990,3 BHK Builder Floor for Sale in Sector 63 Gurgaon,₹2.40 Cr ,₹12863 per sqft 
991,4 BHK Builder Floor for Sale in Greater Kailash 2 New Delhi,₹9.50 Cr ,₹20370 per sqft 
992,2 BHK Apartment for Sale in NH 24 Ghaziabad,₹35 Lac ,₹6296 per sqft 
993,3 BHK Builder Floor for Sale in Defence Colony New Delhi,₹6.99 Cr ,₹10364 per sqft 
994,4 BHK Builder Floor for Sale in Sainik Farm New Delhi,₹2.50 Cr ,₹5000 per sqft 
995,1 BHK Builder Floor for Sale in Basai Noida,Call for Price,₹6200 per sqft 
996,2 BHK Apartment for Sale in Greater Noida West Greater Noida,₹60 Lac ,₹10000 per sqft 
997,3 BHK Builder Floor for Sale in Dwarka Sector 8 New Delhi,₹2.50 Cr ,₹4615 per sqft 
998,2 BHK Apartment for Sale in Shalimar Garden Extension 1 Ghaziabad,₹32 Lac ,₹3500 per sqft 
999, Apartment for Sale in Golf course Extension Road Gurgaon,₹11 Cr ,₹4545 per sqft 
1000,2 BHK Builder Floor for Sale in Chhattarpur New Delhi,₹55 Lac ,₹6818 per sqft 
1001,4 BHK Builder Floor for Sale in Rohini Sector 16 New Delhi,₹1.80 Cr ,₹11429 per sqft 
1002,"3 BHK Apartment for Sale in Fazilpur Jharsa, Sector 72, Sohna Road Gurgaon",₹3.80 Cr ,₹12387 per sqft 
1003,3 BHK Builder Floor for Sale in New Rajendra Nagar New Delhi,₹4.80 Cr ,₹5231 per sqft 
1004,3 BHK Builder Floor for Sale in New Rajendra Nagar New Delhi,₹2.70 Cr ,₹7188 per sqft 
1005,"2 BHK Apartment for Sale in Siddhartha Vihar, NH 24 Ghaziabad",₹46.2 Lac ,₹2941 per sqft 
1006,2 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹20 Lac ,₹18855 per sqft 
1007,3 BHK Apartment for Sale in Dwarka Sector 18A New Delhi,₹1.96 Cr ,₹12400 per sqft 
1008,4 BHK Apartment for Sale in Sector 79 Gurgaon,₹2.44 Cr ,₹10192 per sqft 
1009,2 BHK Apartment for Sale in Patparganj New Delhi,₹1.10 Cr ,₹12188 per sqft 
1010,"2 BHK Builder Floor for Sale in Shakti Khand 3, Indirapuram Ghaziabad",₹35 Lac ,₹10556 per sqft 
1011,3 BHK Apartment for Sale in Sector 110A Gurgaon,₹1.65 Cr ,₹6944 per sqft 
1012,3 BHK Builder Floor for Sale in Rohini Sector 24 New Delhi,₹88 Lac ,₹6389 per sqft 
1013,3 BHK Apartment for Sale in Wave City Ghaziabad,₹51 Lac ,₹5974 per sqft 
1014,2 BHK Apartment for Sale in Sector 34 Noida,₹70 Lac ,₹3636 per sqft 
1015,4 BHK Builder Floor for Sale in Mukherjee Nagar Burari New Delhi,₹75 Lac ,₹4868 per sqft 
1016,"3 BHK Apartment for Sale in Chanderlok, Sector 28 Gurgaon",₹1.75 Cr ,₹10278 per sqft 
1017,"3 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹1.61 Cr ,₹9739 per sqft 
1018,4 BHK Builder Floor for Sale in Sector 52 Gurgaon,₹2.10 Cr ,₹16364 per sqft 
1019,"3 BHK Apartment for Sale in Sector 77, Delhi Gurgaon Expressway Gurgaon",₹1.24 Cr ,₹16783 per sqft 
1020,1 BHK Apartment for Sale in Yamuna Expressway Greater Noida,₹18.5 Lac ,₹10620 per sqft 
1021,2 BHK Apartment for Sale in Rohini Sector 14 New Delhi,₹1.20 Cr ,₹10041 per sqft 
1022,4 BHK Builder Floor for Sale in Sector 56 Gurgaon,₹2.40 Cr ,₹19049 per sqft 
1023,3 BHK Apartment for Sale in Dwarka Sector 3 New Delhi,₹1.70 Cr ,₹5615 per sqft 
1024,3 BHK Builder Floor for Sale in Chattarpur Enclave New Delhi,₹65 Lac ,₹16066 per sqft 
1025,2 BHK Apartment for Sale in Sector 2 Greater Noida,₹44 Lac ,₹4011 per sqft 
1026,"3 BHK Builder Floor for Sale in Sector 57 Block G, Golf Course Extension Road Gurgaon",₹1.50 Cr ,₹12750 per sqft 
1027,4 BHK Apartment for Sale in Golf Course Road Gurgaon,₹4.70 Cr ,₹6176 per sqft 
1028,3 BHK Builder Floor for Sale in Rohini Sector 24 New Delhi,₹80 Lac ,₹5150 per sqft 
1029,3 BHK Builder Floor for Sale in Sector 6 Gurgaon,₹58 Lac ,₹5366 per sqft 
1030,"3 BHK Builder Floor for Sale in Locality- G-3/237-238, 3rd floor, sector-16, Rohini,New Delhi New Delhi",₹80 Lac ,₹11026 per sqft 
1031,2 BHK Apartment for Sale in Jasola Vihar New Delhi,₹2.35 Cr ,₹4891 per sqft 
1032,2 BHK Builder Floor for Sale in Uttam Nagar New Delhi,₹17 Lac ,₹9524 per sqft 
1033,2 BHK Apartment for Sale in Wazirabad New Delhi,₹16 Lac ,₹7171 per sqft 
1034,3 BHK Apartment for Sale in Sector 75 Noida,₹1.70 Cr ,₹7137 per sqft 
1035,"1 BHK Apartment for Sale in Sultanpur, Sector 128, Noida Express Way Noida",₹49 Lac ,₹5117 per sqft 
1036,3 BHK Apartment for Sale in Sector 120 Noida,₹85 Lac ,₹2200 per sqft 
1037,"4 BHK Apartment for Sale in Sector 107, Dadri Road Noida",₹2.95 Cr ,₹4878 per sqft 
